Trend = -89.50 degrees from North in Clockwise direction Plunge = 0.98degrees  A=  9° |   N
Trend = 85.98 degrees from North in Clockwise direction Plunge = 73.92degrees  A= 84° | ENE
Trend = 86.78 degrees from North in Clockwise direction Plunge = 73.32degrees  A= 82° | ENE
Trend = 88.68 degrees from North in Clockwise direction Plunge = 76.56degrees  A= 83° | ENE
Trend = -88.81 degrees from North in Clockwise direction Plunge = 75.38degrees  A= 83° | ENE
Trend = 86.16 degrees from North in Clockwise direction Plunge = 75.16degrees  A= 84° | ENE
Trend = 6.05 degrees from North in Clockwise direction Plunge = 69.91degrees  A= 85° | ENE
Trend = -22.35 degrees from North in Clockwise direction Plunge = 73.14degrees  A= 53° |  NE
Trend = 17.87 degrees from North in Clockwise direction Plunge = 70.00degrees  A=  3° |   N
Trend = 0.85 degrees from North in Clockwise direction Plunge = 71.67degrees  A=  4° |   N
Trend = 7.70 degrees from North in Clockwise direction Plunge = 71.86degrees  A=  4° |   N
Trend = 4.50 degrees from North in Clockwise direction Plunge = 71.64degrees  A=  4° |   N
Trend = 3.74 degrees from North in Clockwise direction Plunge = 71.40degrees  A=  4° |   N
Trend = 5.74 degrees from North in Clockwise direction Plunge = 71.37degrees  A=  4° |   N
Trend = 7.37 degrees from North in Clockwise direction Plunge = 70.59degrees  A=  4° |   N
Trend = 11.75 degrees from North in Clockwise direction Plunge = 69.81degrees  A=  3° |   N
Trend = 10.30 degrees from North in Clockwise direction Plunge = 69.20degrees  A=  3° |   N
Trend = 17.77 degrees from North in Clockwise direction Plunge = 71.47degrees  A=  3° |   N
Trend = 20.08 degrees from North in Clockwise direction Plunge = 65.75degrees  A=  1° |   N
Trend = 29.22 degrees from North in Clockwise direction Plunge = 69.13degrees  A=  0° |   N
Trend = 13.89 degrees from North in Clockwise direction Plunge = 68.32degrees  A=  0° |   N
Trend = 15.45 degrees from North in Clockwise direction Plunge = 71.59degrees  A=359° | NNW
Trend = 15.36 degrees from North in Clockwise direction Plunge = 72.73degrees  A=359° | NNW
Trend = 8.83 degrees from North in Clockwise direction Plunge = 72.14degrees  A=359° | NNW
Trend = 10.44 degrees from North in Clockwise direction Plunge = 69.62degrees  A=358° | NNW
Trend = -4.64 degrees from North in Clockwise direction Plunge = 66.21degrees  A=  0° |   N
Trend = -0.07 degrees from North in Clockwise direction Plunge = 71.58degrees  A=  0° |   N
Trend = -5.92 degrees from North in Clockwise direction Plunge = 68.31degrees  A=  0° |   N
Trend = -0.69 degrees from North in Clockwise direction Plunge = 67.87degrees  A=  0° |   N
Trend = 6.00 degrees from North in Clockwise direction Plunge = 69.57degrees  A=  1° |   N
Trend = 8.41 degrees from North in Clockwise direction Plunge = 68.14degrees  A=  1° |   N
Trend = 9.00 degrees from North in Clockwise direction Plunge = 66.08degrees  A=  2° |   N
Trend = 9.62 degrees from North in Clockwise direction Plunge = 70.15degrees  A=  2° |   N
Trend = 7.63 degrees from North in Clockwise direction Plunge = 70.35degrees  A=  2° |   N
Trend = 6.99 degrees from North in Clockwise direction Plunge = 69.92degrees  A=  2° |   N
Trend = 12.11 degrees from North in Clockwise direction Plunge = 70.36degrees  A=  2° |   N
Trend = 12.70 degrees from North in Clockwise direction Plunge = 70.85degrees  A=  3° |   N
Trend = 13.04 degrees from North in Clockwise direction Plunge = 70.49degrees  A=  2° |   N
Trend = 14.30 degrees from North in Clockwise direction Plunge = 71.53degrees  A=  3° |   N
Trend = 12.41 degrees from North in Clockwise direction Plunge = 70.23degrees  A=  3° |   N
Trend = 10.81 degrees from North in Clockwise direction Plunge = 70.34degrees  A=  3° |   N
Trend = 12.35 degrees from North in Clockwise direction Plunge = 70.16degrees  A=  2° |   N
Trend = 11.90 degrees from North in Clockwise direction Plunge = 72.27degrees  A=  2° |   N
Trend = -4.80 degrees from North in Clockwise direction Plunge = 66.71degrees  A=  1° |   N
Trend = -3.71 degrees from North in Clockwise direction Plunge = 66.95degrees  A=  1° |   N
Trend = -8.56 degrees from North in Clockwise direction Plunge = 66.62degrees  A=  1° |   N
Trend = -12.43 degrees from North in Clockwise direction Plunge = 67.62degrees  A=  2° |   N
Trend = -13.31 degrees from North in Clockwise direction Plunge = 67.72degrees  A=  3° |   N
Trend = -17.93 degrees from North in Clockwise direction Plunge = 64.23degrees  A=  2° |   N
Trend = -13.69 degrees from North in Clockwise direction Plunge = 65.08degrees  A=  1° |   N
Trend = -13.38 degrees from North in Clockwise direction Plunge = 63.67degrees  A=  1° |   N
Trend = -11.89 degrees from North in Clockwise direction Plunge = 62.99degrees  A=  0° |   N
Trend = -12.00 degrees from North in Clockwise direction Plunge = 61.03degrees  A=  0° |   N
Trend = -10.24 degrees from North in Clockwise direction Plunge = 60.41degrees  A=  0° |   N
Trend = -10.78 degrees from North in Clockwise direction Plunge = 59.55degrees  A=  0° |   N
Trend = -9.75 degrees from North in Clockwise direction Plunge = 58.04degrees  A=359° | NNW
Trend = -8.59 degrees from North in Clockwise direction Plunge = 56.71degrees  A=  0° |   N
Trend = -13.89 degrees from North in Clockwise direction Plunge = 53.19degrees  A=359° | NNW
Trend = -16.60 degrees from North in Clockwise direction Plunge = 47.04degrees  A=358° | NNW
Trend = -14.93 degrees from North in Clockwise direction Plunge = 47.07degrees  A=358° | NNW
Trend = -14.46 degrees from North in Clockwise direction Plunge = 47.21degrees  A=358° | NNW
Trend = -14.56 degrees from North in Clockwise direction Plunge = 47.76degrees  A=358° | NNW
Trend = -9.21 degrees from North in Clockwise direction Plunge = 50.68degrees  A=358° | NNW
Trend = -6.55 degrees from North in Clockwise direction Plunge = 49.49degrees  A=359° | NNW
Trend = 14.62 degrees from North in Clockwise direction Plunge = 71.61degrees  A=  2° |   N
Trend = 18.09 degrees from North in Clockwise direction Plunge = 73.01degrees  A=  1° |   N
Trend = 8.56 degrees from North in Clockwise direction Plunge = 69.82degrees  A=  1° |   N
Trend = 5.83 degrees from North in Clockwise direction Plunge = 70.48degrees  A=  2° |   N
Trend = 2.98 degrees from North in Clockwise direction Plunge = 70.51degrees  A=  1° |   N
Trend = 4.85 degrees from North in Clockwise direction Plunge = 68.90degrees  A=  1° |   N
Trend = 3.00 degrees from North in Clockwise direction Plunge = 69.30degrees  A=  1° |   N
Trend = 5.21 degrees from North in Clockwise direction Plunge = 69.55degrees  A=  2° |   N
Trend = 3.39 degrees from North in Clockwise direction Plunge = 70.98degrees  A=  1° |   N
Trend = 6.24 degrees from North in Clockwise direction Plunge = 69.16degrees  A=  1° |   N
Trend = 12.39 degrees from North in Clockwise direction Plunge = 68.92degrees  A=  1° |   N
Trend = 8.30 degrees from North in Clockwise direction Plunge = 68.44degrees  A=  1° |   N
Trend = 7.48 degrees from North in Clockwise direction Plunge = 68.93degrees  A=  0° |   N
Trend = 6.09 degrees from North in Clockwise direction Plunge = 68.24degrees  A=  1° |   N
Trend = 6.59 degrees from North in Clockwise direction Plunge = 68.58degrees  A=  1° |   N
Trend = 6.86 degrees from North in Clockwise direction Plunge = 69.28degrees  A=  0° |   N
Trend = 9.00 degrees from North in Clockwise direction Plunge = 68.85degrees  A=  1° |   N
Trend = 8.76 degrees from North in Clockwise direction Plunge = 69.00degrees  A=  1° |   N
Trend = 7.66 degrees from North in Clockwise direction Plunge = 70.15degrees  A=  1° |   N
Trend = 8.72 degrees from North in Clockwise direction Plunge = 68.60degrees  A=  0° |   N
Trend = 0.19 degrees from North in Clockwise direction Plunge = 69.40degrees  A=  0° |   N
Trend = 0.98 degrees from North in Clockwise direction Plunge = 69.26degrees  A=  0° |   N
Trend = -0.03 degrees from North in Clockwise direction Plunge = 70.30degrees  A=  0° |   N
Trend = 8.48 degrees from North in Clockwise direction Plunge = 68.85degrees  A=  1° |   N
Trend = 0.69 degrees from North in Clockwise direction Plunge = 69.57degrees  A=  1° |   N
Trend = 1.60 degrees from North in Clockwise direction Plunge = 70.10degrees  A=  1° |   N
Trend = 4.73 degrees from North in Clockwise direction Plunge = 69.88degrees  A=  0° |   N
Trend = 3.63 degrees from North in Clockwise direction Plunge = 71.25degrees  A=  1° |   N
Trend = 0.21 degrees from North in Clockwise direction Plunge = 70.83degrees  A=  1° |   N
Trend = -0.41 degrees from North in Clockwise direction Plunge = 71.19degrees  A=  1° |   N
Trend = -2.42 degrees from North in Clockwise direction Plunge = 70.74degrees  A=  1° |   N
Trend = -3.59 degrees from North in Clockwise direction Plunge = 70.82degrees  A=  0° |   N
Trend = -4.48 degrees from North in Clockwise direction Plunge = 70.30degrees  A=  1° |   N
Trend = -0.26 degrees from North in Clockwise direction Plunge = 71.00degrees  A=  0° |   N
Trend = -1.50 degrees from North in Clockwise direction Plunge = 71.11degrees  A=  1° |   N
Trend = 0.59 degrees from North in Clockwise direction Plunge = 70.42degrees  A=  1° |   N
Trend = 0.49 degrees from North in Clockwise direction Plunge = 70.76degrees  A=  1° |   N
Trend = 3.88 degrees from North in Clockwise direction Plunge = 70.61degrees  A=  0° |   N
Trend = 3.71 degrees from North in Clockwise direction Plunge = 70.61degrees  A=  0° |   N
Trend = 0.52 degrees from North in Clockwise direction Plunge = 69.78degrees  A=  1° |   N
Trend = 3.18 degrees from North in Clockwise direction Plunge = 70.75degrees  A=  1° |   N
Trend = 0.41 degrees from North in Clockwise direction Plunge = 71.18degrees  A=  1° |   N
Trend = 3.81 degrees from North in Clockwise direction Plunge = 70.99degrees  A=  0° |   N
Trend = -0.03 degrees from North in Clockwise direction Plunge = 71.38degrees  A=  2° |   N
Trend = 0.32 degrees from North in Clockwise direction Plunge = 71.50degrees  A=  1° |   N
Trend = -0.79 degrees from North in Clockwise direction Plunge = 71.02degrees  A=  1° |   N
Trend = -3.96 degrees from North in Clockwise direction Plunge = 71.06degrees  A=  1° |   N
Trend = -3.96 degrees from North in Clockwise direction Plunge = 71.27degrees  A=  1° |   N
Trend = 1.33 degrees from North in Clockwise direction Plunge = 71.50degrees  A=  1° |   N
Trend = 0.66 degrees from North in Clockwise direction Plunge = 71.74degrees  A=  1° |   N
Trend = 1.52 degrees from North in Clockwise direction Plunge = 69.48degrees  A=  1° |   N
Trend = 13.07 degrees from North in Clockwise direction Plunge = 70.82degrees  A=  1° |   N
Trend = -8.74 degrees from North in Clockwise direction Plunge = 71.33degrees  A=  1° |   N
Trend = -5.33 degrees from North in Clockwise direction Plunge = 71.21degrees  A=  0° |   N
Trend = 0.12 degrees from North in Clockwise direction Plunge = 70.99degrees  A=  1° |   N
Trend = 3.28 degrees from North in Clockwise direction Plunge = 72.39degrees  A=  1° |   N
Trend = 1.09 degrees from North in Clockwise direction Plunge = 76.21degrees  A=  2° |   N
Trend = -4.50 degrees from North in Clockwise direction Plunge = 73.30degrees  A=  1° |   N
Trend = 2.79 degrees from North in Clockwise direction Plunge = 71.90degrees  A=  1° |   N
Trend = 11.75 degrees from North in Clockwise direction Plunge = 68.55degrees  A=  2° |   N
Trend = 11.54 degrees from North in Clockwise direction Plunge = 68.04degrees  A=  1° |   N
Trend = 13.49 degrees from North in Clockwise direction Plunge = 69.54degrees  A=  0° |   N
Trend = 8.87 degrees from North in Clockwise direction Plunge = 67.71degrees  A=  0° |   N
Trend = 14.26 degrees from North in Clockwise direction Plunge = 70.64degrees  A=  1° |   N
Trend = 10.52 degrees from North in Clockwise direction Plunge = 70.32degrees  A=  0° |   N
Trend = 12.21 degrees from North in Clockwise direction Plunge = 68.76degrees  A=  0° |   N
Trend = 11.95 degrees from North in Clockwise direction Plunge = 67.99degrees  A=  0° |   N
Trend = 12.83 degrees from North in Clockwise direction Plunge = 68.89degrees  A=  0° |   N
Trend = 15.39 degrees from North in Clockwise direction Plunge = 69.65degrees  A=  1° |   N
Trend = 18.15 degrees from North in Clockwise direction Plunge = 65.02degrees  A=  1° |   N
Trend = 11.87 degrees from North in Clockwise direction Plunge = 69.79degrees  A=  0° |   N
Trend = 12.94 degrees from North in Clockwise direction Plunge = 73.98degrees  A=  1° |   N
Trend = 6.46 degrees from North in Clockwise direction Plunge = 72.23degrees  A=  1° |   N
Trend = 9.51 degrees from North in Clockwise direction Plunge = 72.48degrees  A=  2° |   N
Trend = 9.90 degrees from North in Clockwise direction Plunge = 71.98degrees  A=  2° |   N
Trend = 9.01 degrees from North in Clockwise direction Plunge = 71.94degrees  A=  2° |   N
Trend = 8.42 degrees from North in Clockwise direction Plunge = 72.21degrees  A=  3° |   N
Trend = 9.62 degrees from North in Clockwise direction Plunge = 72.06degrees  A=  2° |   N
Trend = 8.02 degrees from North in Clockwise direction Plunge = 72.12degrees  A=  2° |   N
Trend = 9.31 degrees from North in Clockwise direction Plunge = 70.80degrees  A=  2° |   N
Trend = 6.62 degrees from North in Clockwise direction Plunge = 71.25degrees  A=  2° |   N
Trend = 3.71 degrees from North in Clockwise direction Plunge = 71.50degrees  A=  2° |   N
Trend = 3.59 degrees from North in Clockwise direction Plunge = 71.54degrees  A=  2° |   N
Trend = 1.44 degrees from North in Clockwise direction Plunge = 71.54degrees  A=  2° |   N
Trend = 0.71 degrees from North in Clockwise direction Plunge = 71.76degrees  A=  2° |   N
Trend = 5.18 degrees from North in Clockwise direction Plunge = 72.07degrees  A=  1° |   N
Trend = -9.20 degrees from North in Clockwise direction Plunge = 78.89degrees  A=  8° |   N
Trend = 13.85 degrees from North in Clockwise direction Plunge = 73.39degrees  A= 14° |   N
Trend = 12.00 degrees from North in Clockwise direction Plunge = 73.34degrees  A= 15° |   N
Trend = 7.00 degrees from North in Clockwise direction Plunge = 70.54degrees  A= 15° |   N
Trend = 9.29 degrees from North in Clockwise direction Plunge = 72.76degrees  A=  0° |   N
Trend = 12.53 degrees from North in Clockwise direction Plunge = 70.87degrees  A=358° | NNW
Trend = 14.85 degrees from North in Clockwise direction Plunge = 72.68degrees  A=359° | NNW
Trend = 18.88 degrees from North in Clockwise direction Plunge = 76.72degrees  A=359° | NNW
Trend = 15.77 degrees from North in Clockwise direction Plunge = 74.88degrees  A=359° | NNW
Trend = 20.58 degrees from North in Clockwise direction Plunge = 68.69degrees  A=  0° |   N
Trend = 17.04 degrees from North in Clockwise direction Plunge = 75.17degrees  A=359° | NNW
Trend = 4.07 degrees from North in Clockwise direction Plunge = 76.59degrees  A=  0° |   N
Trend = 14.08 degrees from North in Clockwise direction Plunge = 76.91degrees  A=  0° |   N
Trend = 15.13 degrees from North in Clockwise direction Plunge = 76.44degrees  A=  0° |   N
Trend = 15.55 degrees from North in Clockwise direction Plunge = 75.81degrees  A=  0° |   N
Trend = 19.46 degrees from North in Clockwise direction Plunge = 76.00degrees  A=  0° |   N
Trend = 17.01 degrees from North in Clockwise direction Plunge = 76.85degrees  A=  0° |   N
Trend = 19.42 degrees from North in Clockwise direction Plunge = 73.98degrees  A=  0° |   N
Trend = 19.96 degrees from North in Clockwise direction Plunge = 75.67degrees  A=  0° |   N
Trend = 20.01 degrees from North in Clockwise direction Plunge = 76.49degrees  A=  0° |   N
Trend = 20.04 degrees from North in Clockwise direction Plunge = 75.68degrees  A=  0° |   N
Trend = 19.75 degrees from North in Clockwise direction Plunge = 76.12degrees  A=  0° |   N
Trend = 18.25 degrees from North in Clockwise direction Plunge = 76.51degrees  A=  0° |   N
Trend = 16.27 degrees from North in Clockwise direction Plunge = 75.87degrees  A=  0° |   N
Trend = 26.20 degrees from North in Clockwise direction Plunge = 73.33degrees  A=  0° |   N
Trend = 19.24 degrees from North in Clockwise direction Plunge = 74.95degrees  A=  0° |   N
Trend = 19.28 degrees from North in Clockwise direction Plunge = 75.40degrees  A=359° | NNW
Trend = 22.57 degrees from North in Clockwise direction Plunge = 74.91degrees  A=  0° |   N
Trend = 1.72 degrees from North in Clockwise direction Plunge = 75.41degrees  A=  2° |   N
Trend = 30.39 degrees from North in Clockwise direction Plunge = 72.55degrees  A= 21° |   N
Trend = 23.26 degrees from North in Clockwise direction Plunge = 73.58degrees  A=  9° |   N
Trend = 25.71 degrees from North in Clockwise direction Plunge = 75.97degrees  A= 21° |   N
Trend = 22.32 degrees from North in Clockwise direction Plunge = 71.94degrees  A= 34° | NNE
Trend = 10.90 degrees from North in Clockwise direction Plunge = 77.19degrees  A= 48° |  NE
Trend = 25.02 degrees from North in Clockwise direction Plunge = 73.87degrees  A= 35° | NNE
Trend = 11.87 degrees from North in Clockwise direction Plunge = 76.28degrees  A= 31° | NNE
Trend = 20.21 degrees from North in Clockwise direction Plunge = 73.97degrees  A= 16° |   N
Trend = 16.02 degrees from North in Clockwise direction Plunge = 73.68degrees  A= 57° |  NE
Trend = 40.01 degrees from North in Clockwise direction Plunge = 76.69degrees  A= 64° |  NE
Trend = 22.74 degrees from North in Clockwise direction Plunge = 74.78degrees  A= 21° |   N
Trend = 21.44 degrees from North in Clockwise direction Plunge = 76.17degrees  A= 51° |  NE
Trend = 19.54 degrees from North in Clockwise direction Plunge = 75.96degrees  A= 31° | NNE
Trend = 28.24 degrees from North in Clockwise direction Plunge = 72.23degrees  A= 26° | NNE
Trend = 20.12 degrees from North in Clockwise direction Plunge = 75.02degrees  A= 31° | NNE
Trend = 25.23 degrees from North in Clockwise direction Plunge = 74.71degrees  A= 35° | NNE
Trend = 6.89 degrees from North in Clockwise direction Plunge = 77.17degrees  A= 24° | NNE
Trend = 17.71 degrees from North in Clockwise direction Plunge = 70.41degrees  A= 21° |   N
Trend = -16.19 degrees from North in Clockwise direction Plunge = 73.48degrees  A= 28° | NNE
Trend = 9.70 degrees from North in Clockwise direction Plunge = 76.31degrees  A= 29° | NNE
Trend = 5.05 degrees from North in Clockwise direction Plunge = 73.75degrees  A= 48° |  NE
Trend = 6.61 degrees from North in Clockwise direction Plunge = 72.44degrees  A= 49° |  NE
Trend = 10.55 degrees from North in Clockwise direction Plunge = 74.47degrees  A= 55° |  NE
Trend = 10.04 degrees from North in Clockwise direction Plunge = 73.11degrees  A= 45° |  NE
Trend = 7.65 degrees from North in Clockwise direction Plunge = 73.34degrees  A= 54° |  NE
Trend = 15.03 degrees from North in Clockwise direction Plunge = 70.37degrees  A= 54° |  NE
Trend = 9.14 degrees from North in Clockwise direction Plunge = 72.36degrees  A= 57° |  NE
Trend = 16.67 degrees from North in Clockwise direction Plunge = 71.16degrees  A= 56° |  NE
Trend = 8.78 degrees from North in Clockwise direction Plunge = 71.61degrees  A= 51° |  NE
Trend = 11.05 degrees from North in Clockwise direction Plunge = 73.00degrees  A= 55° |  NE
Trend = 10.55 degrees from North in Clockwise direction Plunge = 70.80degrees  A= 65° |  NE
Trend = 2.95 degrees from North in Clockwise direction Plunge = 66.48degrees  A= 71° | ENE
Trend = 8.86 degrees from North in Clockwise direction Plunge = 70.42degrees  A= 80° | ENE
Trend = 6.83 degrees from North in Clockwise direction Plunge = 68.71degrees  A= 88° | ENE
Trend = 9.76 degrees from North in Clockwise direction Plunge = 73.45degrees  A= 85° | ENE
Trend = 10.43 degrees from North in Clockwise direction Plunge = 75.80degrees  A= 77° | ENE
Trend = -5.60 degrees from North in Clockwise direction Plunge = 74.76degrees  A= 77° | ENE
Trend = -1.10 degrees from North in Clockwise direction Plunge = 74.34degrees  A= 76° | ENE
Trend = -11.04 degrees from North in Clockwise direction Plunge = 73.69degrees  A= 81° | ENE
Trend = -7.68 degrees from North in Clockwise direction Plunge = 75.83degrees  A= 84° | ENE
Trend = 1.08 degrees from North in Clockwise direction Plunge = 74.24degrees  A= 75° | ENE
Trend = 7.86 degrees from North in Clockwise direction Plunge = 72.40degrees  A= 78° | ENE
Trend = 12.98 degrees from North in Clockwise direction Plunge = 70.95degrees  A= 76° | ENE
Trend = 4.45 degrees from North in Clockwise direction Plunge = 76.56degrees  A= 74° | ENE
Trend = 14.39 degrees from North in Clockwise direction Plunge = 76.17degrees  A= 73° | ENE
Trend = 19.84 degrees from North in Clockwise direction Plunge = 77.68degrees  A= 73° | ENE
Trend = 10.49 degrees from North in Clockwise direction Plunge = 74.97degrees  A= 62° |  NE
Trend = 2.30 degrees from North in Clockwise direction Plunge = 72.31degrees  A= 56° |  NE
Trend = 1.66 degrees from North in Clockwise direction Plunge = 73.85degrees  A= 55° |  NE
Trend = 7.06 degrees from North in Clockwise direction Plunge = 76.70degrees  A= 50° |  NE
Trend = -3.94 degrees from North in Clockwise direction Plunge = 72.74degrees  A= 71° | ENE
Trend = 6.65 degrees from North in Clockwise direction Plunge = 72.96degrees  A= 67° |  NE
Trend = -7.70 degrees from North in Clockwise direction Plunge = 74.41degrees  A= 73° | ENE
Trend = -4.48 degrees from North in Clockwise direction Plunge = 73.06degrees  A= 74° | ENE
Trend = -0.07 degrees from North in Clockwise direction Plunge = 70.89degrees  A= 73° | ENE
Trend = -0.76 degrees from North in Clockwise direction Plunge = 74.30degrees  A= 73° | ENE
Trend = 0.79 degrees from North in Clockwise direction Plunge = 73.90degrees  A= 71° | ENE
Trend = 0.75 degrees from North in Clockwise direction Plunge = 71.56degrees  A= 72° | ENE
Trend = 1.99 degrees from North in Clockwise direction Plunge = 68.02degrees  A= 74° | ENE
Trend = 3.95 degrees from North in Clockwise direction Plunge = 75.75degrees  A= 68° | ENE
Trend = -37.21 degrees from North in Clockwise direction Plunge = 70.59degrees  A= 72° | ENE
Trend = 6.41 degrees from North in Clockwise direction Plunge = 79.56degrees  A= 74° | ENE
Trend = -15.43 degrees from North in Clockwise direction Plunge = 76.20degrees  A= 73° | ENE
Trend = -10.27 degrees from North in Clockwise direction Plunge = 75.86degrees  A= 73° | ENE
Trend = 5.22 degrees from North in Clockwise direction Plunge = 75.39degrees  A= 72° | ENE
Trend = 1.50 degrees from North in Clockwise direction Plunge = 80.52degrees  A= 73° | ENE
Trend = 31.22 degrees from North in Clockwise direction Plunge = 75.67degrees  A= 73° | ENE
Trend = -12.82 degrees from North in Clockwise direction Plunge = 74.60degrees  A= 72° | ENE
Trend = 4.18 degrees from North in Clockwise direction Plunge = 78.91degrees  A= 72° | ENE
Trend = -2.25 degrees from North in Clockwise direction Plunge = 76.49degrees  A= 72° | ENE
Trend = -10.25 degrees from North in Clockwise direction Plunge = 76.68degrees  A= 72° | ENE
Trend = 2.01 degrees from North in Clockwise direction Plunge = 74.04degrees  A= 72° | ENE
Trend = 2.05 degrees from North in Clockwise direction Plunge = 77.22degrees  A= 72° | ENE
Trend = -0.15 degrees from North in Clockwise direction Plunge = 75.83degrees  A= 72° | ENE
Trend = -1.04 degrees from North in Clockwise direction Plunge = 74.31degrees  A= 72° | ENE
Trend = 2.67 degrees from North in Clockwise direction Plunge = 74.62degrees  A= 72° | ENE
Trend = 7.00 degrees from North in Clockwise direction Plunge = 75.65degrees  A= 73° | ENE
Trend = 4.58 degrees from North in Clockwise direction Plunge = 74.13degrees  A= 70° | ENE
Trend = 8.13 degrees from North in Clockwise direction Plunge = 75.38degrees  A= 71° | ENE
Trend = 11.22 degrees from North in Clockwise direction Plunge = 75.90degrees  A= 70° | ENE
Trend = 6.53 degrees from North in Clockwise direction Plunge = 68.89degrees  A= 69° | ENE
Trend = 2.69 degrees from North in Clockwise direction Plunge = 74.75degrees  A= 70° | ENE
Trend = 3.34 degrees from North in Clockwise direction Plunge = 71.40degrees  A= 70° | ENE
Trend = -0.84 degrees from North in Clockwise direction Plunge = 69.73degrees  A= 69° | ENE
Trend = 13.13 degrees from North in Clockwise direction Plunge = 72.87degrees  A= 69° | ENE
Trend = 6.96 degrees from North in Clockwise direction Plunge = 72.43degrees  A= 64° |  NE
Trend = 5.60 degrees from North in Clockwise direction Plunge = 71.53degrees  A= 65° |  NE
Trend = 1.30 degrees from North in Clockwise direction Plunge = 70.97degrees  A= 65° |  NE
Trend = 4.96 degrees from North in Clockwise direction Plunge = 71.38degrees  A= 64° |  NE
Trend = 4.22 degrees from North in Clockwise direction Plunge = 70.43degrees  A= 63° |  NE
Trend = 9.24 degrees from North in Clockwise direction Plunge = 71.50degrees  A= 63° |  NE
Trend = 7.92 degrees from North in Clockwise direction Plunge = 70.01degrees  A= 63° |  NE
Trend = 7.88 degrees from North in Clockwise direction Plunge = 70.96degrees  A= 63° |  NE
Trend = 4.92 degrees from North in Clockwise direction Plunge = 70.88degrees  A= 63° |  NE
Trend = 5.87 degrees from North in Clockwise direction Plunge = 71.07degrees  A= 62° |  NE
Trend = 1.80 degrees from North in Clockwise direction Plunge = 70.03degrees  A= 63° |  NE
Trend = 12.90 degrees from North in Clockwise direction Plunge = 71.96degrees  A= 63° |  NE
Trend = 6.53 degrees from North in Clockwise direction Plunge = 69.47degrees  A= 63° |  NE
Trend = 5.29 degrees from North in Clockwise direction Plunge = 67.61degrees  A= 66° |  NE
Trend = 3.43 degrees from North in Clockwise direction Plunge = 76.29degrees  A= 61° |  NE
Trend = 5.99 degrees from North in Clockwise direction Plunge = 69.85degrees  A= 66° |  NE
Trend = 14.00 degrees from North in Clockwise direction Plunge = 71.03degrees  A= 66° |  NE
Trend = 12.99 degrees from North in Clockwise direction Plunge = 71.19degrees  A= 66° |  NE
Trend = 11.28 degrees from North in Clockwise direction Plunge = 71.39degrees  A= 66° |  NE
Trend = 11.12 degrees from North in Clockwise direction Plunge = 70.77degrees  A= 66° |  NE
Trend = 13.81 degrees from North in Clockwise direction Plunge = 71.76degrees  A= 66° |  NE
Trend = 11.48 degrees from North in Clockwise direction Plunge = 71.12degrees  A= 67° |  NE
Trend = 13.04 degrees from North in Clockwise direction Plunge = 71.01degrees  A= 67° |  NE
Trend = 10.45 degrees from North in Clockwise direction Plunge = 71.22degrees  A= 66° |  NE
Trend = 11.53 degrees from North in Clockwise direction Plunge = 71.22degrees  A= 67° |  NE
Trend = 12.22 degrees from North in Clockwise direction Plunge = 71.13degrees  A= 66° |  NE
Trend = 13.75 degrees from North in Clockwise direction Plunge = 71.18degrees  A= 65° |  NE
Trend = 11.40 degrees from North in Clockwise direction Plunge = 70.78degrees  A= 62° |  NE
Trend = 12.41 degrees from North in Clockwise direction Plunge = 69.55degrees  A= 81° | ENE
Trend = 13.29 degrees from North in Clockwise direction Plunge = 70.42degrees  A= 90° |   E
Trend = 8.81 degrees from North in Clockwise direction Plunge = 71.61degrees  A= 93° |   E
Trend = 9.13 degrees from North in Clockwise direction Plunge = 71.63degrees  A= 92° |   E
Trend = 9.23 degrees from North in Clockwise direction Plunge = 70.84degrees  A= 87° | ENE
Trend = 12.49 degrees from North in Clockwise direction Plunge = 71.06degrees  A= 73° | ENE
Trend = 9.26 degrees from North in Clockwise direction Plunge = 71.70degrees  A= 81° | ENE
Trend = 5.27 degrees from North in Clockwise direction Plunge = 74.81degrees  A= 81° | ENE
Trend = 10.31 degrees from North in Clockwise direction Plunge = 70.10degrees  A= 58° |  NE
Trend = 10.14 degrees from North in Clockwise direction Plunge = 70.49degrees  A= 57° |  NE
Trend = 11.09 degrees from North in Clockwise direction Plunge = 70.78degrees  A= 57° |  NE
Trend = 10.62 degrees from North in Clockwise direction Plunge = 70.23degrees  A= 54° |  NE
Trend = 10.90 degrees from North in Clockwise direction Plunge = 69.94degrees  A= 53° |  NE
Trend = 11.61 degrees from North in Clockwise direction Plunge = 70.20degrees  A= 53° |  NE
Trend = 11.18 degrees from North in Clockwise direction Plunge = 70.53degrees  A= 52° |  NE
Trend = 9.87 degrees from North in Clockwise direction Plunge = 70.24degrees  A= 52° |  NE
Trend = 2.74 degrees from North in Clockwise direction Plunge = 68.33degrees  A= 50° |  NE
Trend = 10.22 degrees from North in Clockwise direction Plunge = 71.00degrees  A= 59° |  NE
Trend = 10.78 degrees from North in Clockwise direction Plunge = 69.75degrees  A= 65° |  NE
Trend = 9.09 degrees from North in Clockwise direction Plunge = 71.45degrees  A= 79° | ENE
Trend = 8.14 degrees from North in Clockwise direction Plunge = 71.04degrees  A= 71° | ENE
Trend = 6.42 degrees from North in Clockwise direction Plunge = 71.51degrees  A= 64° |  NE
Trend = 9.56 degrees from North in Clockwise direction Plunge = 71.12degrees  A= 59° |  NE
